match_state,mean_x,mean_y,mean_distance,sd_distance
Drawing,103.29361541367587,39.78220627125047,19.517965234080883,9.232927641476381
Losing,102.85947653429604,40.08664259927798,19.977901667985613,9.239359293529718
Winning,104.68177966101695,39.86829096045198,18.11335976366328,8.358773998458787
