first_time,total_shots,total_goals,goal_rate,mean_xg,mean_distance
FALSE,9330,1019,0.10921757770632369,0.10188877665874597,20.017763239573448
TRUE,3536,584,0.16515837104072398,0.15573858043201358,16.944138672067222
