match_state,total_shots,total_goals,goal_rate,mean_xg,mean_distance
Drawing,5294,626,0.11824707215715904,0.10700701981666037,19.517965234080883
Losing,3324,311,0.09356197352587245,0.10334765309055355,19.977901667985613
Winning,4248,666,0.15677966101694915,0.13919283070887475,18.11335976366328
